2018-03-13 23:56:13 startup archives unpack
2018-03-19 21:23:02 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:02 install fontconfig-config:all <none> 2.11.0-6.7
2018-03-19 21:23:02 status half-installed fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:02 status unpacked fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:02 status unpacked fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:02 install libfontconfig1:amd64 <none> 2.11.0-6.7+b1
2018-03-19 21:23:02 status half-installed libfontconfig1:amd64 2.11.0-6.7+b1
2018-03-19 21:23:02 status unpacked libfontconfig1:amd64 2.11.0-6.7+b1
2018-03-19 21:23:02 status unpacked libfontconfig1:amd64 2.11.0-6.7+b1
2018-03-19 21:23:02 install fontconfig:amd64 <none> 2.11.0-6.7+b1
2018-03-19 21:23:02 status half-installed fontconfig:amd64 2.11.0-6.7+b1
2018-03-19 21:23:02 status unpacked fontconfig:amd64 2.11.0-6.7+b1
2018-03-19 21:23:02 status unpacked fontconfig:amd64 2.11.0-6.7+b1
2018-03-19 21:23:02 install libogg0:amd64 <none> 1.3.2-1
2018-03-19 21:23:02 status half-installed libogg0:amd64 1.3.2-1
2018-03-19 21:23:02 status unpacked libogg0:amd64 1.3.2-1
2018-03-19 21:23:02 status unpacked libogg0:amd64 1.3.2-1
2018-03-19 21:23:02 install libxau6:amd64 <none> 1:1.0.8-1
2018-03-19 21:23:02 status half-installed libxau6:amd64 1:1.0.8-1
2018-03-19 21:23:02 status unpacked libxau6:amd64 1:1.0.8-1
2018-03-19 21:23:02 status unpacked libxau6:amd64 1:1.0.8-1
2018-03-19 21:23:02 install sgml-base:all <none> 1.29
2018-03-19 21:23:02 status half-installed sgml-base:all 1.29
2018-03-19 21:23:02 status unpacked sgml-base:all 1.29
2018-03-19 21:23:02 status unpacked sgml-base:all 1.29
2018-03-19 21:23:02 install libapparmor1:amd64 <none> 2.11.0-3+deb9u2
2018-03-19 21:23:02 status half-installed libapparmor1:amd64 2.11.0-3+deb9u2
2018-03-19 21:23:02 status unpacked libapparmor1:amd64 2.11.0-3+deb9u2
2018-03-19 21:23:02 status unpacked libapparmor1:amd64 2.11.0-3+deb9u2
2018-03-19 21:23:02 install libdbus-1-3:amd64 <none> 1.10.26-0+deb9u1
2018-03-19 21:23:02 status half-installed libdbus-1-3:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:03 status unpacked libdbus-1-3:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:03 status unpacked libdbus-1-3:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:03 install dbus:amd64 <none> 1.10.26-0+deb9u1
2018-03-19 21:23:03 status half-installed dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:03 status unpacked dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:03 status unpacked dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:03 install libcap2:amd64 <none> 1:2.25-1
2018-03-19 21:23:03 status half-installed libcap2:amd64 1:2.25-1
2018-03-19 21:23:03 status unpacked libcap2:amd64 1:2.25-1
2018-03-19 21:23:03 status unpacked libcap2:amd64 1:2.25-1
2018-03-19 21:23:03 install libwrap0:amd64 <none> 7.6.q-26
2018-03-19 21:23:03 status half-installed libwrap0:amd64 7.6.q-26
2018-03-19 21:23:03 status unpacked libwrap0:amd64 7.6.q-26
2018-03-19 21:23:03 status unpacked libwrap0:amd64 7.6.q-26
2018-03-19 21:23:03 install libicu57:amd64 <none> 57.1-6+deb9u1
2018-03-19 21:23:03 status half-installed libicu57:amd64 57.1-6+deb9u1
2018-03-19 21:23:03 status unpacked libicu57:amd64 57.1-6+deb9u1
2018-03-19 21:23:03 status unpacked libicu57:amd64 57.1-6+deb9u1
2018-03-19 21:23:03 install libxml2:amd64 <none> 2.9.4+dfsg1-2.2+deb9u2
2018-03-19 21:23:03 status half-installed libxml2:amd64 2.9.4+dfsg1-2.2+deb9u2
2018-03-19 21:23:03 status unpacked libxml2:amd64 2.9.4+dfsg1-2.2+deb9u2
2018-03-19 21:23:03 status unpacked libxml2:amd64 2.9.4+dfsg1-2.2+deb9u2
2018-03-19 21:23:03 install hicolor-icon-theme:all <none> 0.15-1
2018-03-19 21:23:03 status half-installed hicolor-icon-theme:all 0.15-1
2018-03-19 21:23:03 status unpacked hicolor-icon-theme:all 0.15-1
2018-03-19 21:23:03 status unpacked hicolor-icon-theme:all 0.15-1
2018-03-19 21:23:04 install libglib2.0-0:amd64 <none> 2.50.3-2
2018-03-19 21:23:04 status half-installed libglib2.0-0:amd64 2.50.3-2
2018-03-19 21:23:04 status unpacked libglib2.0-0:amd64 2.50.3-2
2018-03-19 21:23:04 status unpacked libglib2.0-0:amd64 2.50.3-2
2018-03-19 21:23:04 install libjpeg62-turbo:amd64 <none> 1:1.5.1-2
2018-03-19 21:23:04 status half-installed libjpeg62-turbo:amd64 1:1.5.1-2
2018-03-19 21:23:04 status unpacked libjpeg62-turbo:amd64 1:1.5.1-2
2018-03-19 21:23:04 status unpacked libjpeg62-turbo:amd64 1:1.5.1-2
2018-03-19 21:23:04 install libjbig0:amd64 <none> 2.1-3.1+b2
2018-03-19 21:23:04 status half-installed libjbig0:amd64 2.1-3.1+b2
2018-03-19 21:23:04 status unpacked libjbig0:amd64 2.1-3.1+b2
2018-03-19 21:23:04 status unpacked libjbig0:amd64 2.1-3.1+b2
2018-03-19 21:23:04 install libtiff5:amd64 <none> 4.0.8-2+deb9u2
2018-03-19 21:23:04 status half-installed libtiff5:amd64 4.0.8-2+deb9u2
2018-03-19 21:23:04 status unpacked libtiff5:amd64 4.0.8-2+deb9u2
2018-03-19 21:23:04 status unpacked libtiff5:amd64 4.0.8-2+deb9u2
2018-03-19 21:23:04 install libxdmcp6:amd64 <none> 1:1.1.2-3
2018-03-19 21:23:04 status half-installed libxdmcp6:amd64 1:1.1.2-3
2018-03-19 21:23:04 status unpacked libxdmcp6:amd64 1:1.1.2-3
2018-03-19 21:23:04 status unpacked libxdmcp6:amd64 1:1.1.2-3
2018-03-19 21:23:04 install libxcb1:amd64 <none> 1.12-1
2018-03-19 21:23:04 status half-installed libxcb1:amd64 1.12-1
2018-03-19 21:23:04 status unpacked libxcb1:amd64 1.12-1
2018-03-19 21:23:04 status unpacked libxcb1:amd64 1.12-1
2018-03-19 21:23:04 install libx11-data:all <none> 2:1.6.4-3
2018-03-19 21:23:04 status half-installed libx11-data:all 2:1.6.4-3
2018-03-19 21:23:04 status unpacked libx11-data:all 2:1.6.4-3
2018-03-19 21:23:04 status unpacked libx11-data:all 2:1.6.4-3
2018-03-19 21:23:04 install libx11-6:amd64 <none> 2:1.6.4-3
2018-03-19 21:23:04 status half-installed libx11-6:amd64 2:1.6.4-3
2018-03-19 21:23:04 status unpacked libx11-6:amd64 2:1.6.4-3
2018-03-19 21:23:04 status unpacked libx11-6:amd64 2:1.6.4-3
2018-03-19 21:23:04 install shared-mime-info:amd64 <none> 1.8-1
2018-03-19 21:23:04 status half-installed shared-mime-info:amd64 1.8-1
2018-03-19 21:23:04 status unpacked shared-mime-info:amd64 1.8-1
2018-03-19 21:23:04 status unpacked shared-mime-info:amd64 1.8-1
2018-03-19 21:23:04 install libgdk-pixbuf2.0-common:all <none> 2.36.5-2+deb9u2
2018-03-19 21:23:04 status half-installed libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2018-03-19 21:23:04 status unpacked libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2018-03-19 21:23:04 status unpacked libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2018-03-19 21:23:04 install libgdk-pixbuf2.0-0:amd64 <none> 2.36.5-2+deb9u2
2018-03-19 21:23:04 status half-installed libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:04 status unpacked libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:04 status unpacked libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:04 install gtk-update-icon-cache:amd64 <none> 3.22.11-1
2018-03-19 21:23:04 status half-installed gtk-update-icon-cache:amd64 3.22.11-1
2018-03-19 21:23:04 status unpacked gtk-update-icon-cache:amd64 3.22.11-1
2018-03-19 21:23:04 status unpacked gtk-update-icon-cache:amd64 3.22.11-1
2018-03-19 21:23:04 install libpixman-1-0:amd64 <none> 0.34.0-1
2018-03-19 21:23:04 status half-installed libpixman-1-0:amd64 0.34.0-1
2018-03-19 21:23:04 status unpacked libpixman-1-0:amd64 0.34.0-1
2018-03-19 21:23:04 status unpacked libpixman-1-0:amd64 0.34.0-1
2018-03-19 21:23:04 install libxcb-render0:amd64 <none> 1.12-1
2018-03-19 21:23:04 status half-installed libxcb-render0:amd64 1.12-1
2018-03-19 21:23:04 status unpacked libxcb-render0:amd64 1.12-1
2018-03-19 21:23:04 status unpacked libxcb-render0:amd64 1.12-1
2018-03-19 21:23:04 install libxcb-shm0:amd64 <none> 1.12-1
2018-03-19 21:23:04 status half-installed libxcb-shm0:amd64 1.12-1
2018-03-19 21:23:05 status unpacked libxcb-shm0:amd64 1.12-1
2018-03-19 21:23:05 status unpacked libxcb-shm0:amd64 1.12-1
2018-03-19 21:23:05 install libxext6:amd64 <none> 2:1.3.3-1+b2
2018-03-19 21:23:05 status half-installed libxext6:amd64 2:1.3.3-1+b2
2018-03-19 21:23:05 status unpacked libxext6:amd64 2:1.3.3-1+b2
2018-03-19 21:23:05 status unpacked libxext6:amd64 2:1.3.3-1+b2
2018-03-19 21:23:05 install libxrender1:amd64 <none> 1:0.9.10-1
2018-03-19 21:23:05 status half-installed libxrender1:amd64 1:0.9.10-1
2018-03-19 21:23:05 status unpacked libxrender1:amd64 1:0.9.10-1
2018-03-19 21:23:05 status unpacked libxrender1:amd64 1:0.9.10-1
2018-03-19 21:23:05 install libcairo2:amd64 <none> 1.14.8-1
2018-03-19 21:23:05 status half-installed libcairo2:amd64 1.14.8-1
2018-03-19 21:23:05 status unpacked libcairo2:amd64 1.14.8-1
2018-03-19 21:23:05 status unpacked libcairo2:amd64 1.14.8-1
2018-03-19 21:23:05 install libcroco3:amd64 <none> 0.6.11-3
2018-03-19 21:23:05 status half-installed libcroco3:amd64 0.6.11-3
2018-03-19 21:23:05 status unpacked libcroco3:amd64 0.6.11-3
2018-03-19 21:23:05 status unpacked libcroco3:amd64 0.6.11-3
2018-03-19 21:23:05 install libthai-data:all <none> 0.1.26-1
2018-03-19 21:23:05 status half-installed libthai-data:all 0.1.26-1
2018-03-19 21:23:05 status unpacked libthai-data:all 0.1.26-1
2018-03-19 21:23:05 status unpacked libthai-data:all 0.1.26-1
2018-03-19 21:23:05 install libdatrie1:amd64 <none> 0.2.10-4+b1
2018-03-19 21:23:05 status half-installed libdatrie1:amd64 0.2.10-4+b1
2018-03-19 21:23:05 status unpacked libdatrie1:amd64 0.2.10-4+b1
2018-03-19 21:23:05 status unpacked libdatrie1:amd64 0.2.10-4+b1
2018-03-19 21:23:05 install libthai0:amd64 <none> 0.1.26-1
2018-03-19 21:23:05 status half-installed libthai0:amd64 0.1.26-1
2018-03-19 21:23:05 status unpacked libthai0:amd64 0.1.26-1
2018-03-19 21:23:05 status unpacked libthai0:amd64 0.1.26-1
2018-03-19 21:23:05 install libpango-1.0-0:amd64 <none> 1.40.5-1
2018-03-19 21:23:05 status half-installed libpango-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 status unpacked libpango-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 status unpacked libpango-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 install libgraphite2-3:amd64 <none> 1.3.10-1
2018-03-19 21:23:05 status half-installed libgraphite2-3:amd64 1.3.10-1
2018-03-19 21:23:05 status unpacked libgraphite2-3:amd64 1.3.10-1
2018-03-19 21:23:05 status unpacked libgraphite2-3:amd64 1.3.10-1
2018-03-19 21:23:05 install libharfbuzz0b:amd64 <none> 1.4.2-1
2018-03-19 21:23:05 status half-installed libharfbuzz0b:amd64 1.4.2-1
2018-03-19 21:23:05 status unpacked libharfbuzz0b:amd64 1.4.2-1
2018-03-19 21:23:05 status unpacked libharfbuzz0b:amd64 1.4.2-1
2018-03-19 21:23:05 install libpangoft2-1.0-0:amd64 <none> 1.40.5-1
2018-03-19 21:23:05 status half-installed libpangoft2-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 status unpacked libpangoft2-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 status unpacked libpangoft2-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 install libpangocairo-1.0-0:amd64 <none> 1.40.5-1
2018-03-19 21:23:05 status half-installed libpangocairo-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 status unpacked libpangocairo-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 status unpacked libpangocairo-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:05 install librsvg2-2:amd64 <none> 2.40.16-1+b1
2018-03-19 21:23:05 status half-installed librsvg2-2:amd64 2.40.16-1+b1
2018-03-19 21:23:05 status unpacked librsvg2-2:amd64 2.40.16-1+b1
2018-03-19 21:23:05 status unpacked librsvg2-2:amd64 2.40.16-1+b1
2018-03-19 21:23:05 install librsvg2-common:amd64 <none> 2.40.16-1+b1
2018-03-19 21:23:05 status half-installed librsvg2-common:amd64 2.40.16-1+b1
2018-03-19 21:23:05 status unpacked librsvg2-common:amd64 2.40.16-1+b1
2018-03-19 21:23:05 status unpacked librsvg2-common:amd64 2.40.16-1+b1
2018-03-19 21:23:05 install adwaita-icon-theme:all <none> 3.22.0-1+deb9u1
2018-03-19 21:23:05 status half-installed adwaita-icon-theme:all 3.22.0-1+deb9u1
2018-03-19 21:23:06 status unpacked adwaita-icon-theme:all 3.22.0-1+deb9u1
2018-03-19 21:23:06 status unpacked adwaita-icon-theme:all 3.22.0-1+deb9u1
2018-03-19 21:23:06 install libatspi2.0-0:amd64 <none> 2.22.0-6+deb9u1
2018-03-19 21:23:06 status half-installed libatspi2.0-0:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:06 status unpacked libatspi2.0-0:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:06 status unpacked libatspi2.0-0:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:06 install libxi6:amd64 <none> 2:1.7.9-1
2018-03-19 21:23:06 status half-installed libxi6:amd64 2:1.7.9-1
2018-03-19 21:23:06 status unpacked libxi6:amd64 2:1.7.9-1
2018-03-19 21:23:06 status unpacked libxi6:amd64 2:1.7.9-1
2018-03-19 21:23:06 install x11-common:all <none> 1:7.7+19
2018-03-19 21:23:06 status half-installed x11-common:all 1:7.7+19
2018-03-19 21:23:06 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:06 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:06 install libxtst6:amd64 <none> 2:1.2.3-1
2018-03-19 21:23:06 status half-installed libxtst6:amd64 2:1.2.3-1
2018-03-19 21:23:06 status unpacked libxtst6:amd64 2:1.2.3-1
2018-03-19 21:23:06 status unpacked libxtst6:amd64 2:1.2.3-1
2018-03-19 21:23:06 install at-spi2-core:amd64 <none> 2.22.0-6+deb9u1
2018-03-19 21:23:06 status half-installed at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:06 status unpacked at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:06 status unpacked at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:07 install java-common:all <none> 0.58
2018-03-19 21:23:07 status half-installed java-common:all 0.58
2018-03-19 21:23:07 status unpacked java-common:all 0.58
2018-03-19 21:23:07 status unpacked java-common:all 0.58
2018-03-19 21:23:07 install libavahi-common-data:amd64 <none> 0.6.32-2
2018-03-19 21:23:07 status half-installed libavahi-common-data:amd64 0.6.32-2
2018-03-19 21:23:07 status unpacked libavahi-common-data:amd64 0.6.32-2
2018-03-19 21:23:07 status unpacked libavahi-common-data:amd64 0.6.32-2
2018-03-19 21:23:07 install libavahi-common3:amd64 <none> 0.6.32-2
2018-03-19 21:23:07 status half-installed libavahi-common3:amd64 0.6.32-2
2018-03-19 21:23:07 status unpacked libavahi-common3:amd64 0.6.32-2
2018-03-19 21:23:07 status unpacked libavahi-common3:amd64 0.6.32-2
2018-03-19 21:23:07 install libavahi-client3:amd64 <none> 0.6.32-2
2018-03-19 21:23:07 status half-installed libavahi-client3:amd64 0.6.32-2
2018-03-19 21:23:07 status unpacked libavahi-client3:amd64 0.6.32-2
2018-03-19 21:23:07 status unpacked libavahi-client3:amd64 0.6.32-2
2018-03-19 21:23:07 install libcups2:amd64 <none> 2.2.1-8+deb9u1
2018-03-19 21:23:07 status half-installed libcups2:amd64 2.2.1-8+deb9u1
2018-03-19 21:23:07 status unpacked libcups2:amd64 2.2.1-8+deb9u1
2018-03-19 21:23:07 status unpacked libcups2:amd64 2.2.1-8+deb9u1
2018-03-19 21:23:07 install liblcms2-2:amd64 <none> 2.8-4
2018-03-19 21:23:07 status half-installed liblcms2-2:amd64 2.8-4
2018-03-19 21:23:07 status unpacked liblcms2-2:amd64 2.8-4
2018-03-19 21:23:07 status unpacked liblcms2-2:amd64 2.8-4
2018-03-19 21:23:07 install libnspr4:amd64 <none> 2:4.12-6
2018-03-19 21:23:07 status half-installed libnspr4:amd64 2:4.12-6
2018-03-19 21:23:07 status unpacked libnspr4:amd64 2:4.12-6
2018-03-19 21:23:07 status unpacked libnspr4:amd64 2:4.12-6
2018-03-19 21:23:07 install libnss3:amd64 <none> 2:3.26.2-1.1+deb9u1
2018-03-19 21:23:07 status half-installed libnss3:amd64 2:3.26.2-1.1+deb9u1
2018-03-19 21:23:07 status unpacked libnss3:amd64 2:3.26.2-1.1+deb9u1
2018-03-19 21:23:07 status unpacked libnss3:amd64 2:3.26.2-1.1+deb9u1
2018-03-19 21:23:07 install libpcsclite1:amd64 <none> 1.8.20-1
2018-03-19 21:23:07 status half-installed libpcsclite1:amd64 1.8.20-1
2018-03-19 21:23:07 status unpacked libpcsclite1:amd64 1.8.20-1
2018-03-19 21:23:07 status unpacked libpcsclite1:amd64 1.8.20-1
2018-03-19 21:23:07 install openjdk-8-jre-headless:amd64 <none> 8u162-b12-1~deb9u1
2018-03-19 21:23:07 status half-installed openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:10 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:10 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:10 install ca-certificates-java:all <none> 20170531+nmu1
2018-03-19 21:23:10 status triggers-pending ca-certificates:all 20161130+nmu1
2018-03-19 21:23:10 status not-installed ca-certificates-java:all <none>
2018-03-19 21:23:10 status half-installed ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:10 status unpacked ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:10 status unpacked ca-certificates-java:all 20170531+nmu1
2018-03-19 21:23:10 install libdconf1:amd64 <none> 0.26.0-2+b1
2018-03-19 21:23:10 status half-installed libdconf1:amd64 0.26.0-2+b1
2018-03-19 21:23:10 status unpacked libdconf1:amd64 0.26.0-2+b1
2018-03-19 21:23:10 status unpacked libdconf1:amd64 0.26.0-2+b1
2018-03-19 21:23:10 install dconf-service:amd64 <none> 0.26.0-2+b1
2018-03-19 21:23:10 status half-installed dconf-service:amd64 0.26.0-2+b1
2018-03-19 21:23:10 status unpacked dconf-service:amd64 0.26.0-2+b1
2018-03-19 21:23:10 status unpacked dconf-service:amd64 0.26.0-2+b1
2018-03-19 21:23:10 install dconf-gsettings-backend:amd64 <none> 0.26.0-2+b1
2018-03-19 21:23:10 status half-installed dconf-gsettings-backend:amd64 0.26.0-2+b1
2018-03-19 21:23:10 status unpacked dconf-gsettings-backend:amd64 0.26.0-2+b1
2018-03-19 21:23:10 status unpacked dconf-gsettings-backend:amd64 0.26.0-2+b1
2018-03-19 21:23:10 install fonts-dejavu-extra:all <none> 2.37-1
2018-03-19 21:23:10 status half-installed fonts-dejavu-extra:all 2.37-1
2018-03-19 21:23:10 status unpacked fonts-dejavu-extra:all 2.37-1
2018-03-19 21:23:10 status unpacked fonts-dejavu-extra:all 2.37-1
2018-03-19 21:23:10 install libproxy1v5:amd64 <none> 0.4.14-2
2018-03-19 21:23:10 status half-installed libproxy1v5:amd64 0.4.14-2
2018-03-19 21:23:10 status unpacked libproxy1v5:amd64 0.4.14-2
2018-03-19 21:23:10 status unpacked libproxy1v5:amd64 0.4.14-2
2018-03-19 21:23:10 install glib-networking-common:all <none> 2.50.0-1
2018-03-19 21:23:10 status half-installed glib-networking-common:all 2.50.0-1
2018-03-19 21:23:10 status unpacked glib-networking-common:all 2.50.0-1
2018-03-19 21:23:10 status unpacked glib-networking-common:all 2.50.0-1
2018-03-19 21:23:10 install glib-networking-services:amd64 <none> 2.50.0-1+b1
2018-03-19 21:23:10 status half-installed glib-networking-services:amd64 2.50.0-1+b1
2018-03-19 21:23:10 status unpacked glib-networking-services:amd64 2.50.0-1+b1
2018-03-19 21:23:10 status unpacked glib-networking-services:amd64 2.50.0-1+b1
2018-03-19 21:23:10 install gsettings-desktop-schemas:all <none> 3.22.0-1
2018-03-19 21:23:10 status half-installed gsettings-desktop-schemas:all 3.22.0-1
2018-03-19 21:23:10 status unpacked gsettings-desktop-schemas:all 3.22.0-1
2018-03-19 21:23:10 status unpacked gsettings-desktop-schemas:all 3.22.0-1
2018-03-19 21:23:10 install glib-networking:amd64 <none> 2.50.0-1+b1
2018-03-19 21:23:10 status half-installed glib-networking:amd64 2.50.0-1+b1
2018-03-19 21:23:10 status unpacked glib-networking:amd64 2.50.0-1+b1
2018-03-19 21:23:10 status unpacked glib-networking:amd64 2.50.0-1+b1
2018-03-19 21:23:10 install libasound2-data:all <none> 1.1.3-5
2018-03-19 21:23:10 status half-installed libasound2-data:all 1.1.3-5
2018-03-19 21:23:10 status unpacked libasound2-data:all 1.1.3-5
2018-03-19 21:23:10 status unpacked libasound2-data:all 1.1.3-5
2018-03-19 21:23:10 install libasound2:amd64 <none> 1.1.3-5
2018-03-19 21:23:10 status half-installed libasound2:amd64 1.1.3-5
2018-03-19 21:23:10 status unpacked libasound2:amd64 1.1.3-5
2018-03-19 21:23:10 status unpacked libasound2:amd64 1.1.3-5
2018-03-19 21:23:10 install libasyncns0:amd64 <none> 0.8-6
2018-03-19 21:23:10 status half-installed libasyncns0:amd64 0.8-6
2018-03-19 21:23:10 status unpacked libasyncns0:amd64 0.8-6
2018-03-19 21:23:10 status unpacked libasyncns0:amd64 0.8-6
2018-03-19 21:23:10 install libatk1.0-data:all <none> 2.22.0-1
2018-03-19 21:23:10 status half-installed libatk1.0-data:all 2.22.0-1
2018-03-19 21:23:10 status unpacked libatk1.0-data:all 2.22.0-1
2018-03-19 21:23:10 status unpacked libatk1.0-data:all 2.22.0-1
2018-03-19 21:23:10 install libatk1.0-0:amd64 <none> 2.22.0-1
2018-03-19 21:23:10 status half-installed libatk1.0-0:amd64 2.22.0-1
2018-03-19 21:23:10 status unpacked libatk1.0-0:amd64 2.22.0-1
2018-03-19 21:23:10 status unpacked libatk1.0-0:amd64 2.22.0-1
2018-03-19 21:23:10 install libatk-bridge2.0-0:amd64 <none> 2.22.0-2
2018-03-19 21:23:10 status half-installed libatk-bridge2.0-0:amd64 2.22.0-2
2018-03-19 21:23:10 status unpacked libatk-bridge2.0-0:amd64 2.22.0-2
2018-03-19 21:23:10 status unpacked libatk-bridge2.0-0:amd64 2.22.0-2
2018-03-19 21:23:10 install libfontenc1:amd64 <none> 1:1.1.3-1+b2
2018-03-19 21:23:10 status half-installed libfontenc1:amd64 1:1.1.3-1+b2
2018-03-19 21:23:10 status unpacked libfontenc1:amd64 1:1.1.3-1+b2
2018-03-19 21:23:10 status unpacked libfontenc1:amd64 1:1.1.3-1+b2
2018-03-19 21:23:10 install libdrm2:amd64 <none> 2.4.74-1
2018-03-19 21:23:10 status half-installed libdrm2:amd64 2.4.74-1
2018-03-19 21:23:10 status unpacked libdrm2:amd64 2.4.74-1
2018-03-19 21:23:10 status unpacked libdrm2:amd64 2.4.74-1
2018-03-19 21:23:11 install libglapi-mesa:amd64 <none> 13.0.6-1+b2
2018-03-19 21:23:11 status half-installed libglapi-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:11 status unpacked libglapi-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:11 status unpacked libglapi-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:11 install libx11-xcb1:amd64 <none> 2:1.6.4-3
2018-03-19 21:23:11 status half-installed libx11-xcb1:amd64 2:1.6.4-3
2018-03-19 21:23:11 status unpacked libx11-xcb1:amd64 2:1.6.4-3
2018-03-19 21:23:11 status unpacked libx11-xcb1:amd64 2:1.6.4-3
2018-03-19 21:23:11 install libxcb-dri2-0:amd64 <none> 1.12-1
2018-03-19 21:23:11 status half-installed libxcb-dri2-0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-dri2-0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-dri2-0:amd64 1.12-1
2018-03-19 21:23:11 install libxcb-dri3-0:amd64 <none> 1.12-1
2018-03-19 21:23:11 status half-installed libxcb-dri3-0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-dri3-0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-dri3-0:amd64 1.12-1
2018-03-19 21:23:11 install libxcb-glx0:amd64 <none> 1.12-1
2018-03-19 21:23:11 status half-installed libxcb-glx0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-glx0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-glx0:amd64 1.12-1
2018-03-19 21:23:11 install libxcb-present0:amd64 <none> 1.12-1
2018-03-19 21:23:11 status half-installed libxcb-present0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-present0:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-present0:amd64 1.12-1
2018-03-19 21:23:11 install libxcb-sync1:amd64 <none> 1.12-1
2018-03-19 21:23:11 status half-installed libxcb-sync1:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-sync1:amd64 1.12-1
2018-03-19 21:23:11 status unpacked libxcb-sync1:amd64 1.12-1
2018-03-19 21:23:11 install libxfixes3:amd64 <none> 1:5.0.3-1
2018-03-19 21:23:11 status half-installed libxfixes3:amd64 1:5.0.3-1
2018-03-19 21:23:11 status unpacked libxfixes3:amd64 1:5.0.3-1
2018-03-19 21:23:11 status unpacked libxfixes3:amd64 1:5.0.3-1
2018-03-19 21:23:11 install libxdamage1:amd64 <none> 1:1.1.4-2+b3
2018-03-19 21:23:11 status half-installed libxdamage1:amd64 1:1.1.4-2+b3
2018-03-19 21:23:11 status unpacked libxdamage1:amd64 1:1.1.4-2+b3
2018-03-19 21:23:11 status unpacked libxdamage1:amd64 1:1.1.4-2+b3
2018-03-19 21:23:11 install libxshmfence1:amd64 <none> 1.2-1+b2
2018-03-19 21:23:11 status half-installed libxshmfence1:amd64 1.2-1+b2
2018-03-19 21:23:11 status unpacked libxshmfence1:amd64 1.2-1+b2
2018-03-19 21:23:11 status unpacked libxshmfence1:amd64 1.2-1+b2
2018-03-19 21:23:11 install libxxf86vm1:amd64 <none> 1:1.1.4-1+b2
2018-03-19 21:23:11 status half-installed libxxf86vm1:amd64 1:1.1.4-1+b2
2018-03-19 21:23:11 status unpacked libxxf86vm1:amd64 1:1.1.4-1+b2
2018-03-19 21:23:11 status unpacked libxxf86vm1:amd64 1:1.1.4-1+b2
2018-03-19 21:23:11 install libgl1-mesa-glx:amd64 <none> 13.0.6-1+b2
